parent_id,menu_name,missing_name,missing_ingredients,missing_method,missing_nutrition,missing_tags,skipped
ROW_411,สลัดผักหมูย่าง,False,False,False,False,False,False
ROW_412,บ๊ะจ่าง,False,False,False,False,False,False
ROW_413,หมูยอ,False,False,False,False,False,False
ROW_414,ข้าวแช่,False,False,False,False,False,False
ROW_415,เป็ดตุ๋นพะโล้ยอดผัก,False,False,False,False,False,False
ROW_416,กุนเชียง,False,False,False,False,False,False
ROW_417,ตับหมูผัดพริกหวาน,False,False,False,False,False,False
ROW_418,ตับหมูผัดทรงเครื่อง,False,False,False,False,False,False
ROW_419,ข้าวหน้าหมูเกาหลี,False,False,False,False,False,False
ROW_420,คอหมูแดดเดียว,False,False,False,False,False,False
ROW_421,คอหมูย่าง สูตรน้ำผึ้ง,False,False,False,False,False,False
ROW_422,อกไก่ย่างตะไคร้,False,False,False,False,False,False
ROW_423,เต้าหู้ทอดทรงเครื่อง,False,False,False,False,False,False
ROW_424,ไก่ผัดเส้นบุกต้มยำแห้ง,False,False,False,False,False,False
ROW_425,ตับผัดต้นกระเทียม,False,False,False,False,False,False
ROW_426,ตับผัดหน่อไม้ฝรั่ง,False,False,False,False,False,False
ROW_427,แกงคั่วกะทิหอยแคง,False,False,False,False,False,False
ROW_428,ผัดโหระพาหอยหลอด,False,False,False,False,False,False
ROW_429,เนื้อสวรรค์,False,False,False,False,False,False
ROW_430,น้ำจิ้มลูกชิ้น,False,False,False,False,False,False
ROW_431,เนื้อแกะอบ,False,False,False,False,False,False
ROW_432,ผัดไก่เสฉวน,False,False,False,False,False,False
ROW_433,กุ้งผัดซอสมะเขือเทศ,False,False,False,False,False,False
ROW_434,ซุปตีนไก่,False,False,False,False,False,False
ROW_435,พาสต้าแกงเขียวหวานไก่,False,False,False,False,False,False
ROW_436,ข้าวผัดเห็ดหอม,False,False,False,False,False,False
ROW_437,กุ้งผัดซอสหวาน,False,False,False,False,False,False
ROW_438,แสร้งว่ากุ้ง,False,False,False,False,False,False
ROW_439,ก๋วยเตี๋ยวต้มยำ,False,False,False,False,False,False
ROW_440,ส้มตำไหลบัว,False,False,False,False,False,False
ROW_441,ปลานิลลุยสวน,False,False,False,False,False,False
ROW_442,สลัดเต้าหู้,False,False,False,False,False,False
ROW_443,ยากิโซบะ,False,False,False,False,False,False
ROW_444,ไก่อบเต้าเจี้ยว,False,False,False,False,False,False
ROW_445,ไก่ตุ๋นพริกแดง,False,False,False,False,False,False
ROW_446,ขาหมูตุ๋นส้มจีน,False,False,False,False,False,False
ROW_447,ส้มตำกรอบ,False,False,False,False,False,False
ROW_448,หมักไก่ย่าง,False,False,False,False,False,False
ROW_449,กุ้งราดกระเทียมพริกไทย,False,False,False,False,False,False
ROW_450,ต้มเนื้อวัว,False,False,False,False,False,False
ROW_451,ปลาราดพริก,False,False,False,False,False,False
ROW_452,ไข่เจียวมันฝรั่ง,False,False,False,False,False,False
ROW_453,เส้นใหญ่ผัดขี้เมา,False,False,False,False,False,False
ROW_454,หมูมะนาว,False,False,False,False,False,False
ROW_455,ผัดไทยกุ้งสด,False,False,False,False,False,False
ROW_456,ผัดแขนงหมูกรอบ,False,False,False,False,False,False
ROW_457,ไก่ผัดเม็ดมะม่วงหิมพานต์,False,False,False,False,False,False
ROW_458,ข้าวผัดไข่,False,False,False,False,False,False
ROW_459,ยำมะม่วง,False,False,False,False,False,False
ROW_460,ซี่โครงหมูผัดตะไคร้,False,False,False,False,False,False
ROW_461,ส้มตำไทย,False,False,False,False,False,False
ROW_462,ผักบุ้งผัดกะปิกุ้งสด,False,False,False,False,False,False
ROW_463,ปลาทูต้มขมิ้น,False,False,False,False,False,False
ROW_464,ดอกขจรผัดไข่กุ้งสด,False,False,False,False,False,False
ROW_465,ลูกชิ้นปลาผัดเผ็ด,False,False,False,False,False,False
ROW_466,สันคอหมูผัดข่าอ่อนพริกแห้ง,False,False,False,False,False,False
ROW_467,แกงเห็ดเผาะใส่ผักหวาน,False,False,False,False,False,False
ROW_468,ใบเหลียงต้มกะทิ,False,False,False,False,False,False
ROW_469,แกงจืดฟักซี่โครงหมู,False,False,False,False,False,False
ROW_470,หมูผัดแกงเขียวหวาน,False,False,False,False,False,False
ROW_471,ทอดมันหัวปลี,False,False,False,False,False,False
ROW_472,ปลาทับทิมผัดขมิ้นขาว,False,False,False,False,False,False
ROW_473,ยำเนื้อปูอโวคาโด,False,False,False,False,False,False
ROW_474,พะแนงเนื้อ,False,False,False,False,False,False
ROW_475,ต้มแซบกระดูกอ่อน,False,False,False,False,False,False
ROW_476,โกยซิหมี่,False,False,False,False,False,False
ROW_477,ปลาช่อนราดน้ำปลา,False,False,False,False,False,False
ROW_478,ปลาหมึกทอดราดพริก,False,False,False,False,False,False
ROW_479,ไก่ผัดพริกแกงไก่มะละกอ,False,False,False,False,False,False
ROW_480,พวงนมหมูย่าง,False,False,False,False,False,False
ROW_481,แกงมัสมั่นไก่,False,False,False,False,False,False
ROW_482,กุ้งผัดสะตอพริกแกงใต้,False,False,False,False,False,False
ROW_483,แกงรัญจวน,False,False,False,False,False,False
ROW_484,แกงชักส้ม,False,False,False,False,False,False
ROW_485,หอยหวานผัดพริกแห้ง,False,False,False,False,False,False
ROW_486,ปลาช่อนจู่ขิง,False,False,False,False,False,False
ROW_487,ไก่รวนปลาร้า,False,False,False,False,False,False
ROW_488,กุ้งมังกรราดซอสข่า,False,False,False,False,False,False
ROW_489,เต้าฮวยน้ำขิง,False,False,False,False,False,False
ROW_490,แกงไข่ไล่ทุ่ง,False,False,False,False,False,False
ROW_491,มะระอบไอน้ำ,False,False,False,False,False,False
ROW_492,ผัดมะระปลาเค็ม,False,False,False,False,False,False
ROW_493,แกงคั่วพริกซี่โครงกระดูกอ่อน,False,False,False,False,False,False
ROW_494,แกงคั่วแห้งกุ้งมะพร้าวอ่อนใบชะพลู,False,False,False,False,False,False
ROW_495,กะหล่ำปลีต้มเห็ดหอม,False,False,False,False,False,False
ROW_496,ต้มแซบปลาคัง,False,False,False,False,False,False
ROW_497,สะเดาทรงเครื่อง,False,False,False,False,False,False
ROW_498,ปลาช่อนเกยตื้น,False,False,False,False,False,False
ROW_499,ยำหนวดปลาหมึก,False,False,False,False,False,False
ROW_500,แกงลาว,False,False,False,False,False,False
ROW_501,ส้มตำปลาดุกฟู,False,False,False,False,False,False
ROW_502,ยำมะระกุ้งสด,False,False,False,False,False,False
ROW_503,ปลาทับทิมย่าง จิ้มแจ๋ว,False,False,False,False,False,False
ROW_504,ปลาหมึกผัดพริกสด,False,False,False,False,False,False
ROW_505,โจ๊กไก่,False,False,False,False,False,False
ROW_506,มาม่าหอยแมลงภู่ผัดฉ่า,False,False,False,False,False,False
ROW_507,ราดหน้ากุ้ง,False,False,False,False,False,False
ROW_508,ก๋วยจั๊บน้ำข้น,False,False,False,False,False,False
ROW_509,สุกี้ยากี้แห้ง,False,False,False,False,False,False
ROW_510,หมูกรอบเจ,False,False,False,False,False,False
ROW_511,แกงเขียวหวานเจ,False,False,False,False,False,False
ROW_512,หมูสะเต๊ะเจ,False,False,False,False,False,False
ROW_513,ผัดคะน้าหมูกรอบเจ,False,False,False,False,False,False
ROW_514,เต้าหู้ทอด,False,False,False,False,False,False
ROW_515,น้ำจิ้มเต้าหู้ทอด,False,False,False,False,False,False
ROW_516,ผัดพริกแกงหอยแครงใบยี่หร่า,False,False,False,False,False,False
ROW_517,ทอดมันข้าวโพด,False,False,False,False,False,False
ROW_518,ก๋วยเตี๋ยวลุยสวน,False,False,False,False,False,False
ROW_519,ไข่ต้มทรงเครื่อง,False,False,False,False,False,False
ROW_520,พริกน้ำปลา,False,False,False,False,False,False
ROW_521,เมี่ยงทอดปลากราย,False,False,False,False,False,False
ROW_522,ยำมะเขือยาว,False,False,False,False,False,False
ROW_523,ไข่เจียวดาว,False,False,False,False,False,False
ROW_524,มาม่ากุ้งอบชีส,False,False,False,False,False,False
ROW_525,หมูม้วนอบซอส,False,False,False,False,False,False
ROW_526,น้ำปลาหวาน,False,False,False,False,False,False
ROW_527,ข้าวหมูกรอบ,False,False,False,False,False,False
ROW_528,เต้าหู้ผัดชะอม,False,False,False,False,False,False
ROW_529,ไข่เจียวดอกโสน,False,False,False,False,False,False
ROW_530,ยำเห็ดรวมเจ,False,False,False,False,False,False
ROW_531,ผักคะน้ากรอบเจ,False,False,False,False,False,False
ROW_532,แกงส้มปลาโจก,False,False,False,False,False,False
ROW_533,ผัดมะเขือยาวเจ,False,False,False,False,False,False
ROW_534,หมูหยองเจ,False,False,False,False,False,False
ROW_535,แหนมคลุก,False,False,False,False,False,False
ROW_536,ปลากระพงทอดราดกะทิ,False,False,False,False,False,False
ROW_537,หอยแมลงภู่อบสมุนไพร,False,False,False,False,False,False
ROW_538,ไส้กรอกอีสาน,False,False,False,False,False,False
ROW_539,กุ้งสะดุ้งไฟ,False,False,False,False,False,False
ROW_540,ปากเป็ดทอด,False,False,False,False,False,False
ROW_541,กุ้งอบซอสส้ม,False,False,False,False,False,False
ROW_542,ซุปหน่อไม้,False,False,False,False,False,False
ROW_543,ต้มข่าไก่,False,False,False,False,False,False
ROW_544,ไข่ผัดเห็ดหอมเต้าหู้อ่อน,False,False,False,False,False,False
ROW_545,ผัดเปรี้ยวหวานปลา,False,False,False,False,False,False
ROW_546,ปลาดุกผักพริกสด,False,False,False,False,False,False
ROW_547,ผัดเผ็ดหมูป่า,False,False,False,False,False,False
ROW_548,ไก่ผัดเต้าหู้,False,False,False,False,False,False
ROW_549,ก๋วยเตี๋วยผัดขี้เมาทะเล,False,False,False,False,False,False
ROW_550,ผัดกะหล่ำปลี,False,False,False,False,False,False
ROW_551,ไส้อ่อนผัดพริกเกลือ,False,False,False,False,False,False
ROW_552,มะเขือม่วงผัดกะปิ,False,False,False,False,False,False
ROW_553,หมูสามชั้นผัดกะปิ,False,False,False,False,False,False
ROW_554,ผัดถั่วงอกเต้าหู้หมูสับ,False,False,False,False,False,False
ROW_555,มะระผัดไข่เค็ม,False,False,False,False,False,False
ROW_556,ไชโป้วผัดไข่,False,False,False,False,False,False
ROW_557,ข้าวเหนียวมูน,False,False,False,False,False,False
ROW_558,ขนมข้าวต้มหัวหงอก,False,False,False,False,False,False
ROW_559,ขนมเรไรหน้าปู,False,False,False,False,False,False
ROW_560,ขนมทุเรียนเชื่อม,False,False,False,False,False,False
ROW_561,ขนมปังไส้พริกเผาหมูหยอง,False,False,False,False,False,False
ROW_562,ขนมปังลูกเกต,False,False,False,False,False,False
ROW_563,ขนมปังปอนด์,False,False,False,False,False,False
ROW_564,สังขยา,False,False,False,False,False,False
ROW_565,ขนมสิลาอ่อน,False,False,False,False,False,False
ROW_566,บุ๋นบ่อ,False,False,False,False,False,False
ROW_567,เต้าส่วน,False,False,False,False,False,False
ROW_568,ยำขนมจีน,False,False,False,False,False,False
ROW_569,ขนมจีนน้ำเงี้ยว,False,False,False,False,False,False
ROW_570,ขนมจีนซาวน้ำ,False,False,False,False,False,False
ROW_571,ขนมจีนน้ำใส,False,False,False,False,False,False
ROW_572,ขนมจีนน้ำพริก,False,False,False,False,False,False
ROW_573,เต้าหู้นึ่งมิซูน่า,False,False,False,False,False,False
ROW_574,ผัดเห็ดหน่อไม้ฝรั่ง,False,False,False,False,False,False
ROW_575,หอยนางรมทอด,False,False,False,False,False,False
ROW_576,เทมปุระ,False,False,False,False,False,False
ROW_577,โดนัทกุ้ง,False,False,False,False,False,False
ROW_578,ไข่ดาวลูกเขย,False,False,False,False,False,False
ROW_579,แกงเผ็ดไก่ฟักทอง,False,False,False,False,False,False
ROW_580,แกงเผ็ดกล้วยดิบไก่,False,False,False,False,False,False
ROW_581,ยำไหลบัวกุ้งสด,False,False,False,False,False,False
ROW_582,ต้มจืดมะระซี่โครงหมู,False,False,False,False,False,False
ROW_583,ก๋วยเตี๋ยวหลอดกุ้ง,False,False,False,False,False,False
ROW_584,ซุปแตงโม,False,False,False,False,False,False
ROW_585,ผัดไทยทะเล,False,False,False,False,False,False
ROW_586,น้ำจิ้มบาบีคิว,False,False,False,False,False,False
ROW_587,ผัดผักกวางตุ้งหมูสับ,False,False,False,False,False,False
ROW_588,ยำผักกูด,False,False,False,False,False,False
ROW_589,ไส้อั่ว,False,False,False,False,False,False
ROW_590,ข้าวยำ,False,False,False,False,False,False
ROW_591,ต้มส้มปลาหมึก,False,False,False,False,False,False
ROW_592,ปลาหมึกทอดขมิ้น,False,False,False,False,False,False
ROW_593,ต้มขาหมูใบมะดัน,False,False,False,False,False,False
ROW_594,ต้มข่าหัวปลี,False,False,False,False,False,False
ROW_595,ไก่บ้านต้มระกำ,False,False,False,False,False,False
ROW_596,แกงเลียงกะทิสด,False,False,False,False,False,False
ROW_597,เมี่ยงตะไคร้,False,False,False,False,False,False
ROW_598,ไข่เจียวโหระพา,False,False,False,False,False,False
ROW_599,เต้าหู้ไข่ทอดราดซอส,False,False,False,False,False,False
ROW_600,ยำดอกอัญชันหมูสับ,False,False,False,False,False,False
ROW_601,ข้าวเหนียวทุเรียน,False,False,False,False,False,False
